[06:10:50.470] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 108 bytes, LBA: 0, flags: O_RDWR
[06:10:51.041] WRITE: PID 48373 (sudo): file 'tty' (inode: 12), size: 1687 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.041] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 65536 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.041] WRITE: PID 48373 (sudo): file 'tty' (inode: 12), size: 246 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.041] READ: PID 37506 (sudo): file 'ptmx' (inode: 89), size: 64876 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.041] WRITE: PID 37506 (sudo): file 'tty' (inode: 12), size: 990 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.041] READ: PID 37506 (sudo): file 'ptmx' (inode: 89), size: 65536 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.042] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 65536 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.042] WRITE: PID 48373 (sudo): file 'tty' (inode: 12), size: 697 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.042] READ: PID 37506 (sudo): file 'ptmx' (inode: 89), size: 65426 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.043] WRITE: PID 37506 (sudo): file 'tty' (inode: 12), size: 550 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.043] READ: PID 37506 (sudo): file 'ptmx' (inode: 89), size: 65536 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.043] WRITE: PID 37506 (sudo): file 'tty' (inode: 12), size: 110 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.043] WRITE: PID 44270 (gnome-terminal-): file '[eventfd]' (inode: 62), size: 8 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.043] READ: PID 44270 (gnome-terminal-): file 'ptmx' (inode: 89), size: 8136 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.043] READ: PID 44270 (gnome-terminal-): file 'ptmx' (inode: 89), size: 5506 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.044] WRITE: PID 44270 (gnome-terminal-): file '[eventfd]' (inode: 62), size: 8 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.044] READ: PID 44270 (gnome-terminal-): file '[eventfd]' (inode: 62), size: 8 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.044] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 65536 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.044] WRITE: PID 48373 (sudo): file 'tty' (inode: 12), size: 1305 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.045] READ: PID 37506 (sudo): file 'ptmx' (inode: 89), size: 65536 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.045] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 65536 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.045] WRITE: PID 48373 (sudo): file 'tty' (inode: 12), size: 629 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.046] READ: PID 1311 (KMS thread): file '[eventfd]' (inode: 62), size: 8 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.046] WRITE: PID 1311 (KMS thread): file '[eventfd]' (inode: 62), size: 8 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.046] WRITE: PID 1311 (KMS thread): file '[eventfd]' (inode: 62), size: 8 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.046] WRITE: PID 42488 (code): file '[eventfd]' (inode: 62), size: 8 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.047] READ: PID 37506 (sudo): file 'ptmx' (inode: 89), size: 64876 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.047] WRITE: PID 37506 (sudo): file 'tty' (inode: 12), size: 1210 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.047] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 65536 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.047] WRITE: PID 48373 (sudo): file 'tty' (inode: 12), size: 348 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.049] WRITE: PID 1311 (KMS thread): file '[eventfd]' (inode: 62), size: 8 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.052] READ: PID 42488 (code): file '[eventfd]' (inode: 62), size: 1024 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.055] WRITE: PID 42469 (code): file '[eventfd]' (inode: 62), size: 8 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.056] READ: PID 1311 (KMS thread): file 'card0' (inode: 665), size: 1024 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.058] READ: PID 37506 (sudo): file 'ptmx' (inode: 89), size: 65536 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.061] WRITE: PID 1311 (KMS thread): file '[eventfd]' (inode: 62), size: 8 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.062] WRITE: PID 1311 (KMS thread): file '[eventfd]' (inode: 62), size: 8 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.063] READ: PID 1311 (KMS thread): file '[eventfd]' (inode: 62), size: 8 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.064] WRITE: PID 42484 (code): file '[eventfd]' (inode: 62), size: 8 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.065] WRITE: PID 1703 (gmain): file '[eventfd]' (inode: 62), size: 8 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.065] READ: PID 1703 (gmain): file 'inotify' (inode: 62), size: 4096 bytes, LBA: 0, flags: O_NONBLOCK
[06:10:51.065] WRITE: PID 1703 (gmain): file '[eventfd]' (inode: 62), size: 8 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.066] WRITE: PID 1703 (gmain): file '[eventfd]' (inode: 62), size: 8 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.066] READ: PID 1703 (gmain): file '[eventfd]' (inode: 62), size: 8 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.066] READ: PID 42484 (code): file '[eventfd]' (inode: 62), size: 1024 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.067] READ: PID 42469 (Chrome_ChildIOT): file '[eventfd]' (inode: 62), size: 8 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.067] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 65536 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.067] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 61441 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.067] WRITE: PID 48373 (sudo): file 'tty' (inode: 12), size: 4667 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.067] WRITE: PID 42399 (Chrome_IOThread): file '[eventfd]' (inode: 62), size: 8 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.068] WRITE: PID 42399 (Chrome_IOThread): file '' (inode: 329339), size: 1 bytes, LBA: 0, flags: O_WRONLY
[06:10:51.068] READ: PID 42399 (Chrome_IOThread): file '[eventfd]' (inode: 62), size: 8 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.068] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 65536 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.068] WRITE: PID 48373 (sudo): file 'tty' (inode: 12), size: 606 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.068] WRITE: PID 42441 (Chrome_ChildIOT): file '' (inode: 329499), size: 1 bytes, LBA: 0, flags: O_WRONLY
[06:10:51.069] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 65536 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.069] READ: PID 42399 (code): file '' (inode: 329339), size: 2 bytes, LBA: 0, flags: 0
[06:10:51.069] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 65421 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.070] WRITE: PID 48373 (sudo): file 'tty' (inode: 12), size: 725 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.070] READ: PID 37506 (sudo): file 'ptmx' (inode: 89), size: 63118 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.070] WRITE: PID 37506 (sudo): file 'tty' (inode: 12), size: 2750 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.070] READ: PID 37506 (sudo): file 'ptmx' (inode: 89), size: 65536 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.071] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 65536 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.071] WRITE: PID 42399 (code): file '[eventfd]' (inode: 62), size: 8 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.071] WRITE: PID 42399 (code): file '' (inode: 329339), size: 1 bytes, LBA: 0, flags: O_WRONLY
[06:10:51.071] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 64974 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.072] WRITE: PID 48373 (sudo): file 'tty' (inode: 12), size: 911 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.072] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 65536 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.072] WRITE: PID 48373 (sudo): file 'tty' (inode: 12), size: 806 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.072] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 65536 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.072] WRITE: PID 48373 (sudo): file 'tty' (inode: 12), size: 117 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.072] READ: PID 37506 (sudo): file 'ptmx' (inode: 89), size: 65426 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.072] WRITE: PID 37506 (sudo): file 'tty' (inode: 12), size: 1098 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.073] READ: PID 37506 (sudo): file 'ptmx' (inode: 89), size: 65536 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:51.073] READ: PID 42441 (VizCompositorTh): file '' (inode: 329499), size: 2 bytes, LBA: 0, flags: 0
[06:10:50.537] READ: PID 37506 (sudo): file 'ptmx' (inode: 89), size: 65536 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.538] WRITE: PID 37506 (sudo): file 'tty' (inode: 12), size: 703 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.539] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 56059 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.540] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 55491 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.540] READ: PID 37506 (sudo): file 'ptmx' (inode: 89), size: 65536 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.540] READ: PID 37506 (sudo): file 'ptmx' (inode: 89), size: 64771 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.540] WRITE: PID 37506 (sudo): file 'tty' (inode: 12), size: 1020 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.541] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 55387 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.542] READ: PID 37506 (sudo): file 'ptmx' (inode: 89), size: 65536 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.542] WRITE: PID 37506 (sudo): file 'tty' (inode: 12), size: 627 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.543] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 54934 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.544] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 54585 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.545] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 54252 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.545] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 54127 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.545] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 54023 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.546] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 53898 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.547] READ: PID 37506 (sudo): file 'ptmx' (inode: 89), size: 65536 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.547] WRITE: PID 37506 (sudo): file 'tty' (inode: 12), size: 366 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.547] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 53794 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.548] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 53336 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.549] WRITE: PID 48373 (sudo): file 'tty' (inode: 12), size: 8728 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.550] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 53224 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.550] WRITE: PID 48373 (sudo): file 'tty' (inode: 12), size: 3208 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.551] READ: PID 37506 (sudo): file 'ptmx' (inode: 89), size: 65536 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.551] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 65536 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.551] READ: PID 37506 (sudo): file 'ptmx' (inode: 89), size: 65413 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.552] WRITE: PID 37506 (sudo): file 'tty' (inode: 12), size: 367 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.553] WRITE: PID 48373 (sudo): file 'tty' (inode: 12), size: 237 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.553] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 65536 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.553] WRITE: PID 48373 (sudo): file 'tty' (inode: 12), size: 112 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.554] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 65536 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.555] WRITE: PID 48373 (sudo): file 'tty' (inode: 12), size: 104 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.555] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 65536 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.555] WRITE: PID 48373 (sudo): file 'tty' (inode: 12), size: 126 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.556] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 122 bytes, LBA: 0, flags: O_RDWR
[06:10:50.556] READ: PID 48373 (sudo): file 'ptmx' (inode: 89), size: 65536 bytes, LBA: 0, flags: O_RDWR|O_NONBLOCK
[06:10:50.557] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 120 bytes, LBA: 0, flags: O_RDWR
[06:10:50.557] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 122 bytes, LBA: 0, flags: O_RDWR
[06:10:50.557] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 120 bytes, LBA: 0, flags: O_RDWR
[06:10:50.557] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 74 bytes, LBA: 0, flags: O_RDWR
[06:10:50.557] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 124 bytes, LBA: 0, flags: O_RDWR
[06:10:50.558] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 74 bytes, LBA: 0, flags: O_RDWR
[06:10:50.558] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 122 bytes, LBA: 0, flags: O_RDWR
[06:10:50.558] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 120 bytes, LBA: 0, flags: O_RDWR
[06:10:50.559] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 126 bytes, LBA: 0, flags: O_RDWR
[06:10:50.559] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 122 bytes, LBA: 0, flags: O_RDWR
[06:10:50.560] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 122 bytes, LBA: 0, flags: O_RDWR
[06:10:50.561] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 120 bytes, LBA: 0, flags: O_RDWR
[06:10:50.561] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 122 bytes, LBA: 0, flags: O_RDWR
[06:10:50.561] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 120 bytes, LBA: 0, flags: O_RDWR
[06:10:50.562] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 122 bytes, LBA: 0, flags: O_RDWR
[06:10:50.562] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 120 bytes, LBA: 0, flags: O_RDWR
[06:10:50.562] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 122 bytes, LBA: 0, flags: O_RDWR
[06:10:50.564] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 120 bytes, LBA: 0, flags: O_RDWR
[06:10:50.564] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 124 bytes, LBA: 0, flags: O_RDWR
[06:10:50.565] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 122 bytes, LBA: 0, flags: O_RDWR
[06:10:50.565] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 121 bytes, LBA: 0, flags: O_RDWR
[06:10:50.565] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 122 bytes, LBA: 0, flags: O_RDWR
[06:10:50.565] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 120 bytes, LBA: 0, flags: O_RDWR
[06:10:50.566] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 122 bytes, LBA: 0, flags: O_RDWR
[06:10:50.567] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 120 bytes, LBA: 0, flags: O_RDWR
[06:10:50.567] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 122 bytes, LBA: 0, flags: O_RDWR
[06:10:50.568] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 120 bytes, LBA: 0, flags: O_RDWR
[06:10:50.568] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 122 bytes, LBA: 0, flags: O_RDWR
[06:10:50.569] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 120 bytes, LBA: 0, flags: O_RDWR
[06:10:50.569] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 121 bytes, LBA: 0, flags: O_RDWR
[06:10:50.570] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 113 bytes, LBA: 0, flags: O_RDWR
[06:10:50.571] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 122 bytes, LBA: 0, flags: O_RDWR
[06:10:50.571] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 122 bytes, LBA: 0, flags: O_RDWR
[06:10:50.571] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 120 bytes, LBA: 0, flags: O_RDWR
[06:10:50.572] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 122 bytes, LBA: 0, flags: O_RDWR
[06:10:50.572] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 122 bytes, LBA: 0, flags: O_RDWR
[06:10:50.572] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 120 bytes, LBA: 0, flags: O_RDWR
[06:10:50.573] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 122 bytes, LBA: 0, flags: O_RDWR
[06:10:50.573] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 120 bytes, LBA: 0, flags: O_RDWR
[06:10:50.573] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 122 bytes, LBA: 0, flags: O_RDWR
[06:10:50.574] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 120 bytes, LBA: 0, flags: O_RDWR
[06:10:50.574] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 122 bytes, LBA: 0, flags: O_RDWR
[06:10:50.575] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 122 bytes, LBA: 0, flags: O_RDWR
[06:10:50.575] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 132 bytes, LBA: 0, flags: O_RDWR
[06:10:50.576] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 122 bytes, LBA: 0, flags: O_RDWR
[06:10:50.576] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 131 bytes, LBA: 0, flags: O_RDWR
[06:10:50.577] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 122 bytes, LBA: 0, flags: O_RDWR
[06:10:50.577] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 120 bytes, LBA: 0, flags: O_RDWR
[06:10:50.577] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 122 bytes, LBA: 0, flags: O_RDWR
[06:10:50.578] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 120 bytes, LBA: 0, flags: O_RDWR
[06:10:50.578] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 122 bytes, LBA: 0, flags: O_RDWR
[06:10:50.579] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 114 bytes, LBA: 0, flags: O_RDWR
[06:10:50.579] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 124 bytes, LBA: 0, flags: O_RDWR
[06:10:50.579] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 114 bytes, LBA: 0, flags: O_RDWR
[06:10:50.580] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 130 bytes, LBA: 0, flags: O_RDWR
[06:10:50.581] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 122 bytes, LBA: 0, flags: O_RDWR
[06:10:50.582] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 132 bytes, LBA: 0, flags: O_RDWR
[06:10:50.585] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 122 bytes, LBA: 0, flags: O_RDWR
[06:10:50.586] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 132 bytes, LBA: 0, flags: O_RDWR
[06:10:50.588] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 122 bytes, LBA: 0, flags: O_RDWR
[06:10:50.589] WRITE: PID 37508 (python3): file '5' (inode: 8), size: 122 bytes, LBA: 0, flags: O_RDWR
[06:10:51.073] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 114 bytes, LBA: 0, flags: O_RDWR
[06:10:51.073] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 116 bytes, LBA: 0, flags: O_RDWR
[06:10:51.074] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 116 bytes, LBA: 0, flags: O_RDWR
[06:10:51.074] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 116 bytes, LBA: 0, flags: O_RDWR
[06:10:51.074] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 116 bytes, LBA: 0, flags: O_RDWR
[06:10:51.074] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 115 bytes, LBA: 0, flags: O_RDWR
[06:10:51.074] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 116 bytes, LBA: 0, flags: O_RDWR
[06:10:51.075] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 114 bytes, LBA: 0, flags: O_RDWR
[06:10:51.075] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 116 bytes, LBA: 0, flags: O_RDWR
[06:10:51.075] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 116 bytes, LBA: 0, flags: O_RDWR
[06:10:51.076] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 116 bytes, LBA: 0, flags: O_RDWR
[06:10:51.076] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 116 bytes, LBA: 0, flags: O_RDWR
[06:10:51.077] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 116 bytes, LBA: 0, flags: O_RDWR
[06:10:51.078] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 116 bytes, LBA: 0, flags: O_RDWR
[06:10:51.078] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 116 bytes, LBA: 0, flags: O_RDWR
[06:10:51.079] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 114 bytes, LBA: 0, flags: O_RDWR
[06:10:51.079] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 116 bytes, LBA: 0, flags: O_RDWR
[06:10:51.080] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 116 bytes, LBA: 0, flags: O_RDWR
[06:10:51.081] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 115 bytes, LBA: 0, flags: O_RDWR
[06:10:51.083] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 116 bytes, LBA: 0, flags: O_RDWR
[06:10:51.083] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 115 bytes, LBA: 0, flags: O_RDWR
[06:10:51.084] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 116 bytes, LBA: 0, flags: O_RDWR
[06:10:51.084] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 116 bytes, LBA: 0, flags: O_RDWR
[06:10:51.084] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 114 bytes, LBA: 0, flags: O_RDWR
[06:10:51.084] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 114 bytes, LBA: 0, flags: O_RDWR
[06:10:51.085] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 116 bytes, LBA: 0, flags: O_RDWR
[06:10:51.085] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 114 bytes, LBA: 0, flags: O_RDWR
[06:10:51.085] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 116 bytes, LBA: 0, flags: O_RDWR
[06:10:51.085] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 114 bytes, LBA: 0, flags: O_RDWR
[06:10:51.085] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 116 bytes, LBA: 0, flags: O_RDWR
[06:10:51.086] WRITE: PID 48378 (python3): file '4' (inode: 7), size: 114 bytes, LBA: 0, flags: O_RDWR
